Year,Month,F.L(cm),B.W(g),Mat.
2012,9,33,473.5,1
2012,9,32.7,510.5,1
2012,9,33.5,488.7,1
2012,9,34,549.3,1
2012,9,35.5,616.5,1
2012,9,33.5,475.1,1
2012,9,31.2,408.4,1
2012,9,31.8,446.5,1
2012,9,31,398.3,1
2012,9,31.7,398.8,1
2012,9,30.1,401.2,1
2012,9,32,401.6,1
2012,9,31.5,402,1
2012,9,31.8,430.4,1
2012,9,32,378.6,1
2012,9,32.4,432.8,1
2012,9,33.6,468.1,1
2012,9,32.2,450,1
2012,9,31.5,397.6,1
2012,9,32.2,465.3,1
2012,9,32.1,472.2,1
2012,9,32.1,453.3,1
2012,9,32.2,465.4,1
2012,9,31,380.6,1
2012,9,31.8,393.5,1
2012,9,32,420.9,1
2012,9,31,372.8,1
2012,9,31,380.5,1
2012,9,25.3,190.5,1
2012,9,32,446.3,1
2012,9,26,233.6,1
2012,9,33,435.1,1
2012,9,27.2,252.1,1
2012,9,26,216.4,1
2012,9,26,215.6,1
2012,9,26,214.7,1
2012,9,25.1,202.8,1
2012,9,25.8,237,1
2012,9,25.2,211.7,1
2012,9,26.8,219.3,1
2012,9,27,246.7,1
2012,9,25.4,207.6,1
2012,9,28,273.5,1
2012,9,27.6,257.5,1
2012,9,29.8,307.2,1
2012,9,26,215.2,1
2012,9,22,224.2,1
2012,9,26.1,205.1,1
2012,9,28.7,297.8,1
2012,9,26.9,235,1
2012,9,25.8,197.6,1
2012,10,36.7,733.7,1
2012,10,35.2,646.7,1
2012,10,34.1,625.4,1
2012,10,36,625.4,1
2012,10,35.9,699.8,1
2012,10,37.2,778.4,1
2012,10,34.3,610.9,1
2012,10,35,626.4,1
2012,10,34.9,690.6,1
2012,10,35.5,637.3,1
2012,10,36,713.2,1
2012,10,34.7,673.2,1
2012,10,36.5,765.4,1
2012,10,34.5,634.5,1
2012,10,35.2,606.3,1
2012,10,36.2,664,1
2012,10,34.9,582.2,1
2012,10,34.5,618.3,1
2012,10,33.9,587.1,1
2012,10,33.3,532.6,1
2012,10,35.8,647.3,1
2012,10,34.6,553.8,1
2012,10,33.3,490,1
2012,10,35.9,594.2,1
2012,10,34.2,557.3,1
2012,10,34.3,552.9,1
2012,10,33,540.9,1
2012,10,34.8,573,1
2012,10,34.5,530.3,1
2012,10,36.7,653.1,1
2012,10,34,530.7,1
2012,10,33.7,559.6,1
2012,10,34.9,591.4,1
2012,10,34.8,555,1
2012,10,33.8,531.7,1
2012,10,33.2,478.6,1
2012,10,32.8,464.3,1
2012,10,32,456.6,1
2012,10,31.7,424.4,1
2012,10,33.5,469.6,1
2012,10,33.2,495,1
2012,10,32.9,476.6,1
2012,10,31.8,420.3,1
2012,10,31.8,444.3,1
2012,10,35,550.3,1
2012,10,33.8,539.8,1
2012,10,33,473.5,1
2012,10,32.7,446.2,1
2012,10,32.9,487.9,1
2012,10,26.3,233,1
2012,10,28,274.3,1
2012,10,27.8,261.9,1
2012,10,26.9,212.5,1
2012,10,26.2,219.6,1
2012,10,26.8,225.8,1
2012,10,30,344,1
2012,10,27.2,249.4,1
2012,10,26.7,246.6,1
2012,10,29.8,331.2,1
2012,11,37.9,757.4,1
2012,11,35.9,702.7,1
2012,11,36.1,728.1,1
2012,11,34.7,525.9,1
2012,11,37.4,715.2,1
2012,11,34.8,662.1,1
2012,11,36,673.5,1
2012,11,36.2,718.2,1
2012,11,35.5,738.1,1
2012,11,33.1,513.1,1
2012,11,36.8,683.1,1
2012,11,35.2,707.5,1
2012,11,36.5,752.3,1
2012,11,36.8,742.8,1
2012,11,35,692.5,1
2012,11,37.3,802.2,1
2012,11,38.2,828.2,1
2012,11,36.7,717.3,1
2012,11,36.3,748.4,1
2012,11,36.2,708.5,1
2012,11,37.5,722.4,1
2012,11,38,783.1,1
2012,11,37,752.3,1
2012,11,36.3,753.4,1
2012,11,34.3,613.2,1
2012,11,37.9,743.9,1
2012,11,37.3,696.3,1
2012,11,35,675.8,1
2012,11,36.4,711.5,1
2012,11,34.7,612.2,1
2012,11,34.7,547.2,1
2012,11,34,550.6,1
2012,11,35.2,585,1
2012,11,33.9,541.8,1
2012,11,34.2,514.9,1
2012,11,34,512.4,1
2012,11,35,596.8,1
2012,11,34.7,570.9,1
2012,11,37,717.8,1
2012,11,34,637.7,1
2012,11,34.8,571,1
2012,11,34,593.5,1
2012,11,35.8,643.4,1
2012,11,35.2,666.1,1
2012,11,34.1,543.3,1
2012,11,37,662.1,1
2012,11,33.8,540,1
2012,11,34.8,587.2,1
2012,11,35.1,674.5,1
2012,11,34.8,475.8,1
2012,11,34.1,587.8,1
2012,11,34.3,613.8,1
2012,11,33,577.2,1
2012,11,34.2,494.4,1
2012,11,36,622.4,1
2012,11,32.9,556.7,1
2012,11,32,610.3,1
2012,11,34.8,584.2,1
2012,11,34,392.5,1
2012,11,34.3,574.2,1
2012,11,34.9,593.8,1
2012,11,33.8,518.3,1
2012,11,33.5,513.6,1
2012,11,33.8,514.2,1
2012,11,35.2,626.8,1
2012,11,33.5,522.9,1
2012,11,34.8,577.6,1
2012,11,35,543,1
2012,11,34.7,543.1,1
2012,11,32.2,414.7,1
2012,11,32.5,481.3,1
2012,11,34.7,531.1,1
2012,11,34.7,557.1,1
2012,11,32.3,467.8,1
2012,11,32.9,462.8,1
2012,11,33.5,475.3,1
2012,11,34.4,514.1,1
2012,11,35,574.6,1
2012,11,33.4,527,1
2012,11,32.9,505.6,1
2012,11,34.1,533.7,1
2012,11,32.4,449.2,1
2012,11,34.5,575.1,1
2012,11,34.2,520.4,1
2012,11,34.1,527.7,1
2012,11,32.2,494.7,1
2012,11,33.9,512.4,1
2012,11,33.5,519.2,1
2012,11,33.4,512.8,1
2012,11,25,180.7,1
2012,11,26.3,223.9,1
2012,11,25.1,178.5,1
2012,11,26.3,211,1
2012,11,28.1,265,1
2012,11,25.5,195.8,1
2012,11,28.7,266.9,1
2012,11,27,209.7,1
2012,11,29.1,255.7,1
2012,11,27.2,226.6,1
2012,11,24.3,156.6,1
2012,11,27.3,220,1
2012,11,27,252.9,1
2012,11,27.2,221.3,1
2012,11,28,211.2,1
2012,11,26.8,214.2,1
2012,11,27.8,275.2,1
2012,11,23.5,140.1,1
2012,11,25,168.2,1
2012,11,26.1,106.2,1
2012,11,26.8,222.7,1
2012,11,27.3,234.1,1
2012,11,24,158,1
2012,11,27.3,219.1,1
2012,11,27.8,251.8,1
2012,11,27.2,117,1
2012,11,27,228.4,1
2012,11,30.2,313.4,1
2012,11,29,190,1
2012,11,35.2,576.8,1
2012,11,34.9,626.2,1
2012,11,34,596.1,1
2012,11,34.5,575.9,1
2012,11,33.1,560.5,1
2012,11,35.9,694.8,1
2012,11,34,598.9,1
2012,11,35.2,724.5,1
2012,11,33.1,574.3,1
2012,11,37.1,705.9,1
2012,11,34.5,622.1,1
2012,11,34.8,641.9,1
2012,11,33.4,564.1,1
2012,11,37.6,862.4,1
2012,11,34.9,635.5,1
2012,11,35.6,667.9,1
2012,11,35.9,606.5,1
2012,11,35,630.7,1
2012,11,35.3,645.3,1
2012,11,33.8,587.1,1
2012,11,36.4,709.4,1
2012,11,36.6,718,1
2012,11,39,899.6,1
2012,11,33.5,602.4,1
2012,11,36.2,661.8,1
2012,11,35,604.7,1
2012,11,35.3,689.2,1
2012,11,33.6,555,1
2012,11,32.7,558.3,1
2012,11,34,606,1
2012,11,35.2,619.4,1
2012,11,35,633.6,1
2012,11,34.5,554.1,1
2012,11,33.5,567.1,1
2012,11,34.1,553.6,1
2012,11,33.4,497.8,1
2012,11,33,562.1,1
2012,11,34.5,603.1,1
2012,11,34.2,577.1,1
2012,11,32.8,521.2,1
2012,11,32.9,500.6,1
2012,11,34,617.5,1
2012,11,34.2,544,1
2012,11,32,445.5,1
2012,11,32.2,491.4,1
2012,11,32.9,509.9,1
2012,11,34.5,588.3,1
2012,11,32.5,504.9,1
2012,11,33.7,550,1
2012,11,32.7,540,1
2012,11,33.5,520.6,1
2012,11,33,497.9,1
2012,11,32.5,479.2,1
2012,11,33.5,593.3,1
2012,11,34.5,561.6,1
2012,11,33.1,522.8,1
2012,11,32.1,555.3,1
2012,11,31.5,412.2,1
2012,11,30.3,363.4,1
2012,11,30.2,327.6,1
2012,11,30,362.3,1
2012,11,28,271.9,1
2012,11,28.1,297.1,1
2012,11,30.5,384.1,1
2012,11,29.3,345.6,1
2012,11,28.5,321,1
2012,11,28.7,288.4,1
2012,11,27.8,289.6,1
2012,11,26.3,223.6,1
2012,11,30.3,347.4,1
2012,11,27.7,276.8,1
2012,11,29,347.7,1
2012,11,28.3,283.3,1
2012,11,28.6,316.5,1
2012,11,28.1,281.2,1
2012,11,28.2,295.4,1
2012,11,26,234,1
2012,11,28.8,302.8,1
2012,11,26.3,232.4,1
2012,11,29,323.6,1
2012,11,30,341.2,1
2012,11,28.4,298.1,1
2012,11,27.5,266,1
2012,11,27.6,291.5,1
2012,11,30,367.3,1
2012,11,28.5,285.7,1
2012,11,28.3,308.3,1
2012,11,24.3,171.4,1
2012,11,26.2,225.6,1
2012,11,26.8,232.1,1
2012,11,27.1,225.1,1
2012,11,24.2,158.6,1
2012,11,27.3,251.6,1
2012,11,23.7,158.6,1
2012,11,24,154.7,1
2012,11,28.7,310.4,1
2012,11,28,254.8,1
2012,11,23,138.5,1
2012,11,27.2,241.3,1
2012,11,29,297.8,1
2012,11,24.3,167.5,1
2012,11,25.5,181.9,1
2012,11,28,304.4,1
2012,11,27.1,235.3,1
2012,11,28.6,251.9,1
2012,11,28.7,319.6,1
2012,11,27.1,224.7,1
2012,11,24,151.6,1
2012,11,25.3,184.5,1
2012,11,25.3,200,1
2012,11,27,263.7,1
2012,11,28.8,306.2,1
2012,11,26.6,227,1
2012,11,27.1,239.7,1
2012,11,31.6,430.5,1
2012,11,31.7,455,1
2012,11,33,471.2,1
2012,11,33,499.4,1
2012,11,31.1,400,1
2012,11,32.6,529,1
2012,11,34,534.6,1
2012,11,32.1,430.8,1
2012,11,31.4,399.7,1
2012,11,31.3,407.1,1
2012,11,31.2,384.9,1
2012,11,31,405.3,1
2012,11,31.1,397.8,1
2012,11,30.3,374.5,1
2012,11,31.2,391.9,1
2012,11,32.1,471.5,1
2012,11,30.4,382.2,1
2012,11,31.1,394.5,1
2012,11,32.5,443.3,1
2012,11,32.1,387.9,1
2012,11,30.2,368.9,1
2012,11,31.2,393.4,1
2012,11,32.8,450.7,1
2012,11,30.6,372.8,1
2012,11,30.1,394.6,1
2012,11,27.8,261.8,1
2012,11,27.3,223.8,1
2012,11,27.6,264.9,1
2012,11,28.7,278.9,1
2012,11,29,291.1,1
2012,11,26.7,235.2,1
2012,11,26.3,227,1
2012,11,27.5,260.3,1
2012,11,25.6,194.3,1
2012,11,27.1,242.9,1
2012,11,26.5,215.6,1
2012,11,28.6,276.4,1
2012,11,27,236,1
2012,11,25.9,204.9,1
2012,11,28,235.9,1
2012,11,27.3,255.4,1
2012,11,26.9,221.4,1
2012,11,27.4,253.7,1
2012,11,28,274.6,1
2012,11,27,243.7,1
2012,12,36.2,696.6,1
2012,12,36,752.8,1
2012,12,35.8,729.5,1
2012,12,37.7,760.5,1
2012,12,36,679.3,1
2012,12,38,863.4,1
2012,12,36.3,699.1,1
2012,12,37.4,751.7,1
2012,12,36.4,724.2,1
2012,12,38,788.6,1
2012,12,34.8,645.5,1
2012,12,38.2,806.5,1
2012,12,36.3,667.6,1
2012,12,36.2,730.1,1
2012,12,34.7,680.1,1
2012,12,35.5,629.3,1
2012,12,36.3,732.3,1
2012,12,37.8,756.3,1
2012,12,35.5,743.4,1
2012,12,34.1,570,1
2012,12,35.1,577.8,1
2012,12,34.5,552.9,1
2012,12,34.2,502.9,1
2012,12,35.6,614.5,1
2012,12,32.7,481.8,1
2012,12,32.4,508.4,1
2012,12,33.2,479.2,1
2012,12,37.1,515.5,1
2012,12,34.4,578.4,1
2012,12,35,580.2,1
2012,12,34.1,534.7,1
2012,12,34.2,553.4,1
2012,12,35.2,604.3,1
2012,12,32.5,476,1
2012,12,34.1,520.8,1
2012,12,35.2,589.1,1
2012,12,34.4,534.2,1
2012,12,34.5,590,1
2012,12,35,568.3,1
2012,12,38.4,563,1
2012,12,34,570.3,1
2012,12,34,514.5,1
2012,12,34.5,586.5,1
2012,12,35.1,504.3,1
2012,12,32.1,426.7,1
2012,12,34.1,456.3,1
2012,12,32.4,451.4,1
2012,12,33,444.1,1
2012,12,32.4,457.2,1
2012,12,33.6,508.4,1
2012,12,34,486.2,1
2012,12,32.7,437.7,1
2012,12,34,474.7,1
2012,12,31.2,380.4,1
2012,12,34,498.5,1
2012,12,29.2,338.4,1
2012,12,30.7,389.4,1
2012,12,30,372.1,1
2012,12,30.9,409.8,1
2012,12,32.5,488.2,1
2012,12,26.5,312.8,1
2012,12,33.7,460.8,1
2012,12,29.9,352,1
2012,12,28.1,297,1
2012,12,28.6,295.1,1
2012,12,30,364.3,1
2012,12,29.5,356.7,1
2012,12,28.1,256.2,1
2012,12,29,290,1
2012,12,28.6,262.4,1
2012,12,28.1,256.9,1
2012,12,32.1,316.4,1
2012,12,29.6,374.8,1
2012,12,28.7,302.2,1
2012,12,28.2,294,1
2012,12,29.2,298,1
2012,12,32.5,426.5,1
2012,12,29.8,301.8,1
2012,12,28.6,284.4,1
2012,12,25,162.4,1
2012,12,27.7,270.9,1
2012,12,29.9,309.4,1
2012,12,29.6,350.1,1
2012,12,28.4,270.4,1
2012,12,29.8,320.6,1
2012,12,29.7,340.4,1
2012,12,28.5,339.9,1
2013,1,35.1,710.9,1
2013,1,37.4,703.5,1
2013,1,36,704.9,1
2013,1,35.4,558.7,1
2013,1,36.6,671.7,1
2013,1,37.9,747.9,1
2013,1,37.1,686.7,1
2013,1,36.8,681.5,1
2013,1,35.2,647.8,1
2013,1,36.9,676.9,1
2013,1,36.9,805.3,1
2013,1,35.7,624.8,1
2013,1,39.2,703.7,1
2013,1,35.7,688.7,1
2013,1,33.2,558.4,1
2013,1,32.8,490.5,1
2013,1,32.2,446.4,1
2013,1,33.3,449.8,1
2013,1,34.6,521.4,1
2013,1,34.9,556.8,1
2013,1,32.8,542.5,1
2013,1,34.6,583.3,1
2013,1,33.9,524.7,1
2013,1,32.4,406.6,1
2013,1,31.3,366.9,1
2013,1,29.5,287.7,1
2013,1,33.9,497.1,1
2013,1,32.8,416.8,1
2013,1,35.6,611.2,1
2013,1,34.5,545.4,1
2013,1,34.2,556.2,1
2013,1,32.9,452,1
2013,1,32.1,435.2,1
2013,1,28.6,242.3,1
2013,1,34.5,486,1
2013,1,30,304.1,1
2013,1,26,196.1,1
2013,1,23.4,133.7,1
2013,1,30.7,354.3,1
2013,1,28.8,292.8,1
2013,1,31.3,370.8,1
2013,1,28.9,273.8,1
2013,1,28.9,286.4,1
2013,1,30.2,321.5,1
2013,1,29.9,303.8,1
2013,1,29.1,264.8,1
2013,1,30.8,334.7,1
2013,1,29.3,293.9,1
2013,1,27.5,256.3,1
2013,1,29.8,322.1,1
2013,1,29.3,258.1,1
2013,1,29,245.9,1
2013,1,27.8,223.9,1
2013,1,29.8,269.2,1
2013,1,28.3,261,1
2013,1,29.5,293.1,1
2013,1,32.2,370.7,1
2013,1,26.7,226.2,1
2013,1,30.5,302.1,1
2013,1,31.6,372.6,1
2013,1,29.9,330.6,1
2013,1,26.9,217.3,1
2013,1,23.8,139.5,1
2013,1,27.7,234.1,1
2013,1,28.2,213.5,1
2013,1,28.6,260.1,1
2013,1,25.2,163.1,1
2013,1,25.3,176.5,1
2013,1,27.7,217.6,1
2013,1,27.4,232.4,1
2013,1,23.2,124.2,1
2013,1,25,173.9,1
2013,1,25,160,1
2013,1,25.5,188.7,1
2013,1,22.7,120.9,1
2013,1,24,156.5,1
2013,1,29.7,206.3,1
2013,1,25.5,187,1
2013,1,29,264.7,1
2013,1,27,206.5,1
2013,1,27.2,224.5,1
2013,1,29,279.7,1
2013,1,30.7,327,1
2013,1,24.3,139.9,1
2013,1,27.8,237.8,1
2013,2,35.4,600,1
2013,2,36.4,565.3,1
2013,2,35.1,610.1,1
2013,2,36.2,620.5,1
2013,2,36.7,621.2,1
2013,2,36.2,619.6,1
2013,2,35.7,660.3,1
2013,2,35.4,604.8,1
2013,2,35.3,626.9,1
2013,2,37.2,660.9,1
2013,2,36.9,668.8,1
2013,2,36.5,643.7,1
2013,2,35.7,652.6,1
2013,2,34.8,567.1,1
2013,2,37.5,738.2,1
2013,2,37.4,686.1,1
2013,2,37.4,710.9,1
2013,2,36.2,648,1
2013,2,35.7,602.5,1
2013,2,35.3,680.2,1
2013,2,37,668.1,1
2013,2,35.9,625.4,1
2013,2,34.9,535.8,1
2013,2,34.4,545.6,1
2013,2,35.3,623.3,1
2013,2,34.7,510.7,1
2013,2,35.7,603.8,1
2013,2,35,535,1
2013,2,34.5,530.7,1
2013,2,35.7,619.1,1
2013,2,34.8,507.7,1
2013,2,34.8,565.9,1
2013,2,36.1,616.6,1
2013,2,35.5,561.2,1
2013,2,34.6,562.9,1
2013,2,35.4,573.9,1
2013,2,34.6,513,1
2013,2,34.6,539.1,1
2013,2,35.3,564.4,1
2013,2,31.8,372.7,1
2013,2,30.8,331.8,1
2013,2,32.2,406.6,1
2013,2,29.3,338.3,1
2013,2,30,332.9,1
2013,2,29.9,318.9,1
2013,2,29.6,335.3,1
2013,2,31,365.3,1
2013,2,32.3,451.2,1
2013,2,31.2,398.3,1
2013,2,29.7,335,1
2013,2,31.4,376.8,1
2013,2,29.3,426,1
2013,2,33.7,400.6,1
2013,2,31.4,496.2,1
2013,2,34.2,448.6,1
2013,2,31.6,326.8,1
2013,2,29.7,358.8,1
2013,2,31.2,380.8,1
2013,2,31.2,366.3,1
2013,2,30.1,334,1
2013,2,30.1,361.8,1
2013,2,27.2,210.2,1
2013,2,23.7,137.4,1
2013,2,24,140.9,1
2013,2,23.7,128.5,1
2013,2,27,211.3,1
2013,2,25.6,166.2,1
2013,2,27.1,274.3,1
2013,2,27.3,220,1
2013,2,27.9,234.1,1
2013,2,27.2,202.7,1
2013,2,26.2,178.1,1
2013,3,29.4,279.4,1
2013,3,30.4,314.2,1
2013,3,30.6,341.2,1
2013,3,28.8,280.9,1
2013,3,29,297.2,1
2013,3,33.2,330.1,1
2013,3,29.1,292.3,1
2013,3,30.9,340.6,1
2013,3,29.4,301.6,1
2013,3,31,346.1,1
2013,3,30.8,357.7,1
2013,3,32.9,478.5,1
2013,3,31.7,361.9,1
2013,3,29.3,304.2,1
2013,3,30.8,319.6,1
2013,3,30.8,324.2,1
2013,3,29.5,340.9,1
2013,3,30.3,340.8,1
2013,3,30.5,347.5,1
2013,3,29.8,313.3,1
2013,3,30.7,253.2,1
2013,3,30.7,341.2,1
2013,3,29,293.2,1
2013,3,25.7,183.3,1
2013,3,30,297.3,1
2013,3,28.2,260.2,1
2013,3,27.8,237.1,1
2013,3,28,243.3,1
2013,3,24,143.5,1
2013,3,23.8,135.6,1
2013,3,25.7,150.8,1
2013,3,22.5,106.7,1
2013,3,26,180.7,1
2013,3,25.1,147.2,1
2013,3,25.5,169.7,1
2013,3,28.9,271.5,1
2013,3,25.7,175,1
2013,3,23.9,124.1,1
2013,3,25.7,158.3,1
2013,3,23.2,130.6,1
2013,3,22.9,113.1,1
2013,3,25.7,146.4,1
2013,3,24.8,135.8,1
2013,3,23.2,109.8,1
2013,3,25.8,181.2,1
2013,3,23,129.2,1
2013,3,22.6,103.1,1
2013,3,25.7,157.6,1
2013,3,24.5,157.1,1
2013,3,23,120.9,1
2013,3,24,122.9,1
2013,3,25.1,146.9,1
2013,4,29,298.1,1
2013,4,29.6,349,1
2013,4,29.4,318,1
2013,4,29.5,298.5,1
2013,4,28.4,300.4,1
2013,4,27,237.4,1
2013,4,29.6,297.4,1
2013,4,30.2,305.1,1
2013,4,28.2,260.3,1
2013,4,29,283.2,1
2013,4,27.8,271.8,1
2013,4,27.8,248.9,1
2013,4,27.6,263.5,1
2013,4,29.5,279.9,1
2013,4,25.3,274.1,1
2013,4,28.8,293.4,1
2013,4,26.5,218.4,1
2013,4,27.2,248.3,1
2013,4,29.2,324.8,1
2013,4,26,234.6,1
2013,4,29.8,313.8,1
2013,4,28.4,293.8,1
2013,4,26,229.9,1
2013,4,26.2,210.8,1
2013,4,25.8,160.8,1
2013,4,25.9,203.3,1
2013,4,25.5,215,1
2013,4,26.8,226.1,1
2013,4,25.8,197.3,1
2013,5,34.8,577.4,1
2013,6,34.3,629.8,1
2013,6,35.4,595.9,1
2013,6,36.1,671,1
2013,6,35.8,616.1,1
2013,6,34.8,597.2,1
2013,6,33,498.3,1
2013,6,32.9,500,1
2013,6,33.5,514.38,1
2013,6,32.2,487.8,1
2013,6,33.4,492.2,1
2013,6,32.6,516.8,1
2013,6,31.3,399.3,1
2013,6,29.2,342.3,1
2013,6,30.6,378.8,1
2013,6,30.6,384.4,1
2013,6,31,408,1
2013,6,30.7,397.5,1
2013,6,30.7,392,1
2013,6,26.4,229.2,1
2013,6,25.7,203,1
2013,6,25.8,215.1,1
2013,6,27.9,237.6,1
2013,6,26,201.6,1
2013,6,26.6,237,1
2013,6,25.8,203.1,1
2013,6,26.2,219.4,1
2013,6,25.8,201.1,1
2013,6,26.6,241.2,1
2013,6,28.5,283.6,1
2013,6,27.9,260,1
2013,6,26.5,212.2,1
2013,6,25.8,198.7,1
2013,6,27.7,266.9,1
2013,7,32.1,506.5,1
2013,7,32.2,501.5,1
2013,7,33.2,492.5,1
2013,7,32.5,500.3,1
2013,7,33.5,579.2,1
2013,7,32.8,510.4,1
2013,7,32.2,497.6,1
2013,7,33.9,519.8,1
2013,7,30.5,476.6,1
2013,7,32.9,525.8,1
2013,7,31.9,478.2,1
2013,7,33.1,520.2,1
2013,7,33.3,567.6,1
2013,7,35.9,581.8,1
2013,7,33.6,548.9,1
2013,7,33.3,543.8,1
2013,7,33.5,514.3,1
2013,7,32.1,479.8,1
2013,7,31.9,510.6,1
2013,7,31.8,438.3,1
2013,7,32,453.7,1
2013,7,32,472.7,1
2013,7,31.2,415.2,1
2013,7,32.3,469.3,1
2013,7,31.2,404.2,1
2013,7,30.6,402.5,1
2013,7,30.8,424.5,1
2013,7,32,437.8,1
2013,7,30.9,394.4,1
2013,7,31.8,484.6,1
2013,7,31,418.8,1
2013,7,32,460.7,1
2013,7,33,492.6,1
2013,7,30.2,397.9,1
2013,7,31.9,511.3,1
2013,7,30.4,459.8,1
2013,7,28.9,336.1,1
2013,7,29,380.4,1
2013,7,27.8,291,1
2013,7,28.6,310,1
2013,7,29,369.6,1
2013,7,29.2,318.7,1
2013,7,30.5,389.8,1
2013,7,30.1,364.6,1
2013,7,29,337.5,1
2013,7,30.2,394.2,1
2013,7,30.9,418,1
2013,7,30.8,440.5,1
2013,7,29.8,372.7,1
2013,7,29.2,388.2,1
2013,7,31,396.7,1
2013,7,29.3,346.6,1
2013,7,28.6,351.9,1
2013,7,28.7,314.2,1
2013,7,30.8,382.3,1
2013,7,28.9,309.7,1
2013,7,29.7,337.4,1
2013,7,27,264.9,1
2013,7,27.2,267.5,1
2013,7,25.1,192.5,1
2013,7,27.5,253.8,1
2013,7,26.8,229.7,1
2013,7,24.9,183.1,1
2013,7,27.2,246.4,1
2013,7,25.5,231.5,1
2013,7,26.8,236.6,1
2013,7,27,238.7,1
2013,8,34.2,581.7,1
2013,8,33,502.4,1
2013,8,34.2,565.6,1
2013,8,33.1,519.9,1
2013,8,32.8,493.4,1
2013,8,33.5,492.7,1
2013,8,33.7,541.6,1
2013,8,32.8,494.3,1
2013,8,32.8,504.6,1
2013,8,32.8,501.4,1
2013,8,32.5,542.5,1
2013,8,32.9,503.5,1
2013,8,33.3,536.8,1
2013,8,31.3,482.2,1
2013,8,34.6,615.7,1
2013,8,33.4,542.4,1
2013,8,33.7,531.3,1
2013,8,32.6,466.8,1
2013,8,32.7,478.5,1
2013,8,32.6,439,1
2013,8,30.9,403.4,1
2013,8,31.2,457.8,1
2013,8,31.4,427.8,1
2013,8,31.9,462.4,1
2013,8,31.6,416.7,1
2013,8,31,376.9,1
2013,8,31.3,415.6,1
2013,8,31.8,437,1
2013,8,31,403.8,1
2013,8,31.9,437.1,1
2013,8,31.9,444.9,1
2013,8,31.1,409.1,1
2013,8,31,406.2,1
2013,8,30.7,394.7,1
2013,8,31.8,428.4,1
2013,8,31.3,422.3,1
2013,8,31.7,429.2,1
2013,8,32,457,1
2013,8,29.2,317.9,1
2013,8,30.1,369.9,1
2013,8,30.3,398.1,1
2013,8,30,357.1,1
2013,8,31.1,411.6,1
2013,8,30.9,389.2,1
2013,8,31.8,461.4,1
2013,8,28.4,297.7,1
2013,8,27.8,274.8,1
2013,8,31.3,400.2,1
2013,8,31.3,416.5,1
2013,8,29.9,327.5,1
2013,8,31.7,399.4,1
2013,8,27.3,265.5,1
2013,8,31.1,407.9,1
2013,8,28.1,311.8,1
2013,8,31,315.2,1
2013,8,31,410,1
2013,8,29.6,354.8,1
2013,8,27,246.2,1
2013,8,27.9,276.9,1
2013,8,27,254.2,1
2013,8,28.6,303.9,1
2013,8,29,322.8,1
2013,8,25.8,228.8,1
2013,8,27.5,280.3,1
2013,8,29.8,343.4,1
2013,8,26.7,233.1,1
2013,8,27.8,273.9,1
2013,8,28,274.3,1
2013,8,28,283.2,1
2013,8,28.9,289.4,1
2013,8,28.9,297.8,1
2013,10,37.5,710.2,1
2013,10,36.8,823,1
2013,10,35,638.9,1
2013,10,36,707,1
2013,10,36.7,696.2,1
2013,10,36.3,746.7,1
2013,10,34.8,647.8,1
2013,10,35.7,659.3,1
2013,10,35.2,628.7,1
2013,10,36,689.3,1
2013,10,35,636.6,1
2013,10,34.7,679.8,1
2013,10,35.6,672.9,1
2013,10,35.8,666.4,1
2013,10,34.1,552.4,1
2013,10,34,565.7,1
2013,10,32.4,502.1,1
2013,10,33.4,527.4,1
2013,10,34.6,570.3,1
2013,10,33.1,530,1
2013,10,33.1,537.6,1
2013,10,32.1,507.3,1
2013,10,34.1,586.2,1
2013,10,34.1,603.4,1
2013,10,34.7,558,1
2013,10,33.6,541.8,1
2013,10,33,518.7,1
2013,10,33,527.4,1
2013,10,32,454.7,1
2013,10,33.5,473.8,1
2013,10,30.9,449.7,1
2013,10,31.4,438.4,1
2013,10,32.8,489.6,1
2013,10,32.2,489.3,1
2013,10,31,453,1
2013,10,31.5,414,1
2013,10,30.5,418.8,1
2013,10,30.3,401.6,1
2013,10,32.6,468,1
2013,10,31.1,418.1,1
2013,10,32,462.4,1
2013,10,31,400,1
2013,10,30.6,389.8,1
2013,10,29.4,347.7,1
2013,10,30.2,388.3,1
2013,10,30.9,392.7,1
2013,10,30.1,385.4,1
2013,10,30.1,386,1
2013,10,30.6,385.9,1
2013,10,29.8,351.5,1
2013,10,29.5,359.3,1
2013,10,30.5,391.7,1
2013,10,30.3,378.3,1
2013,10,29.5,369,1
2013,11,36.3,667.5,1
2013,11,36.6,753.7,1
2013,11,36,679.4,1
2013,11,37.5,722.8,1
2013,11,36.5,725.3,1
2013,11,34.8,670.2,1
2013,11,36.2,634.7,1
2013,11,39.9,1009.3,1
2013,11,37.4,789,1
2013,11,37.4,812.8,1
2013,11,35.5,671.9,1
2013,11,36.9,788.4,1
2013,11,38.2,887.2,1
2013,11,35.8,687.2,1
2013,11,38,855.6,1
2013,11,37.8,735,1
2013,11,37,825.3,1
2013,11,35.8,725,1
2013,11,36.4,719.2,1
2013,11,37,715.5,1
2013,11,38.9,857.8,1
2013,11,36,715.8,1
2013,11,35.7,671.2,1
2013,11,37.5,792.2,1
2013,11,35.1,623.7,1
2013,11,34.4,626.8,1
2013,11,36,642.6,1
2013,11,36.2,679.5,1
2013,11,35.8,746.3,1
2013,11,34.6,546.8,1
