Year,Month,F.L(cm),B.W(g),Mat.
2017,9,36.7,677.99,1
2017,9,36,619.97,1
2017,9,34.2,581.99,1
2017,9,36.5,627.6,1
2017,9,35.9,597.22,1
2017,9,37.1,632.66,1
2017,9,35.9,620.76,1
2017,9,35.6,624.54,1
2017,9,36.6,647.65,1
2017,9,36.8,650.56,1
2017,9,35.6,619.51,1
2017,9,35.5,593.75,1
2017,9,32.2,409.06,1
2017,9,33.2,450.13,1
2017,9,32.4,416.21,1
2017,9,33.4,456.94,1
2017,9,33,477.41,1
2017,9,33.9,498.82,1
2017,9,30.5,400.6,1
2017,9,31.4,440.74,1
2017,9,30.5,405.83,1
2017,9,34.8,492.97,1
2017,9,31.7,427.03,1
2017,9,29.8,350.85,1
2017,9,31,347.2,1
2017,9,32,396.47,1
2017,9,30.8,346.35,1
2017,9,30.5,380.18,1
2017,9,30.4,371.18,1
2017,9,32,388.58,1
2017,9,31.6,361.96,1
2017,9,30.4,338.61,1
2017,9,31.2,343.4,1
2017,9,31.6,420.08,1
2017,9,33,484.37,1
2017,10,36.6,738.79,1
2017,10,36.2,698.63,1
2017,10,38.6,855.47,1
2017,10,38,756.01,1
2017,10,37.1,712.63,1
2017,10,36.2,714.26,1
2017,10,36.3,714.14,1
2017,10,35.9,699.84,1
2017,10,36.8,705.24,1
2017,10,38.1,805.64,1
2017,10,39.4,925.62,1
2017,10,34.8,668.39,1
2017,10,37.8,771.14,1
2017,10,38.2,846.14,1
2017,10,37,707.95,1
2017,10,36.8,712.17,1
2017,10,38.1,841.25,1
2017,10,38.1,745.28,1
2017,10,36.4,740.18,1
2017,10,35.9,667.08,1
2017,10,32.9,471.76,1
2017,10,32.8,478.79,1
2017,10,31.8,430.23,1
2017,10,33.3,464.35,1
2017,10,32,471.44,1
2017,10,32.9,497.06,1
2017,10,31.6,444.2,1
2017,10,32.4,541.66,1
2017,10,31.9,455.14,1
2017,10,34.3,496.36,1
2017,10,31.4,425.44,1
2017,10,33.2,507.56,1
2017,10,30.8,393.08,1
2017,10,32.9,444.9,1
2017,10,33,491.3,1
2017,10,31.4,385.24,1
2017,10,32.6,472.45,1
2017,10,31.8,450.97,1
2017,10,32.5,470.14,1
2017,10,31.7,430.89,1
2017,10,31.2,423.26,1
2017,10,32.9,462.83,1
2017,10,31.8,432.49,1
2017,10,34,558.29,1
2017,10,31.8,492.4,1
2017,10,32.6,471.94,1
2017,10,31.5,423.48,1
2017,10,27.4,227.08,1
2017,10,28.1,269.14,1
2017,10,28.4,290.73,1
2017,10,25.9,207,1
2017,10,27.8,270.24,1
2017,10,27.2,228.3,1
2017,10,27.4,256.69,1
2017,10,27.8,250.03,1
2017,10,30.1,324.63,1
2017,10,27.6,249.84,1
2017,10,25.4,196.35,1
2017,10,27.5,245.31,1
2017,10,26.6,230.32,1
2017,10,26.5,209.22,1
2017,10,28,240.38,1
2017,10,26.7,218.29,1
2017,10,27.1,238.78,1
2017,10,26.4,208.53,1
2017,10,26.8,219.55,1
2017,10,28.1,233.41,1
2017,10,26.5,228.41,1
2017,10,26.6,198.56,1
2017,10,28.1,262.07,1
2017,10,27.4,222.46,1
2017,10,27,225.19,1
2017,10,29.2,327.23,1
2017,10,28.6,275.53,1
2017,10,28.2,255.43,1
2017,10,28.3,257.15,1
2017,10,27.2,243.08,1
2017,10,24.7,182.91,1
2017,10,25.8,200.37,1
2017,10,25.8,198.48,1
2017,10,25.3,185.47,1
2017,10,26.3,206.38,1
2017,10,26.7,214.72,1
2017,10,25.1,179.48,1
2017,10,26.4,189.64,1
2017,10,27.1,211.23,1
2017,10,26,184.85,1
2017,10,25.4,198,1
2017,10,25.9,209.72,1
2017,10,25.5,188.05,1
2017,10,26.7,219.48,1
2017,10,25.4,172.67,1
2017,10,25.1,177.61,1
2017,10,24.8,167.6,1
2017,10,26.8,227.56,1
2017,10,26.1,205.58,1
2017,10,25.6,194.46,1
2017,10,27.1,249.36,1
2017,10,25.5,196.9,1
2017,10,26.2,203.17,1
2017,10,26.2,206.77,1
2017,10,24.8,173.6,1
2017,10,26.5,215.75,1
2017,10,26.6,206.01,1
2017,10,27.2,242.45,1
2017,10,25.8,202.49,1
2017,11,37.2,727.36,1
2017,11,32.7,482.92,1
2017,11,33.5,556.08,1
2017,11,34.1,539.73,1
2017,11,35.9,635.25,1
2017,11,33,511.6,1
2017,11,34.7,544.82,1
2017,11,34.8,599.68,1
2017,11,36.8,655.83,1
2017,11,33.5,549.34,1
2017,11,35.4,585.86,1
2017,11,36.6,619.6,1
2017,11,35,563.38,1
2017,11,34.4,505.32,1
2017,11,36.3,661.58,1
2017,11,34.4,533.25,1
2017,11,36.2,641.08,1
2017,11,34.4,572.85,1
2017,11,35.1,580.7,1
2017,11,38,704.78,1
2017,11,34.1,522.23,1
2017,11,34.3,515.17,1
2017,11,34.6,608.5,1
2017,11,36.1,554.28,1
2017,11,38.2,752.33,1
2017,11,33.5,549.76,1
2017,11,32.1,452.97,1
2017,11,35.3,597.3,1
2017,11,33.2,505.39,1
2017,11,32.8,475.52,1
2017,11,32.7,429.36,1
2017,11,34.8,523.25,1
2017,11,32.7,460.29,1
2017,11,32.7,433.34,1
2017,11,33.3,515.98,1
2017,11,31.6,418.77,1
2017,11,32.4,440.57,1
2017,11,34.7,507.8,1
2017,11,31.6,434.38,1
2017,11,34.3,544.04,1
2017,11,33,433.04,1
2017,11,32.5,446.26,1
2017,11,32.6,427.16,1
2017,11,33.6,465.22,1
2017,11,32.9,481.16,1
2017,11,33,425.89,1
2017,11,32,442.71,1
2017,11,32.8,448.06,1
2017,11,33.9,567.8,1
2017,11,33,461.69,1
2017,11,32.8,451.81,1
2017,11,32.4,466.59,1
2017,11,34.3,500.06,1
2017,11,34.1,488.91,1
2017,11,34.7,494.17,1
2017,11,36.3,602.92,1
2017,11,30.8,311.23,1
2017,11,29.2,319.03,1
2017,11,32.2,357.21,1
2017,11,29.8,289.06,1
2017,11,31.4,337.86,1
2017,11,31.8,355.13,1
2017,11,30.2,321.15,1
2017,11,30.5,331.57,1
2017,11,27.8,239,1
2017,11,31.3,346.52,1
2017,11,30.1,292.46,1
2017,11,30.2,313.87,1
2017,11,30.5,297.93,1
2017,11,30.8,331.76,1
2017,11,32.2,412.93,1
2017,11,29.6,329.07,1
2017,11,32.3,387.33,1
2017,11,30.7,354.64,1
2017,11,30.8,327.39,1
2017,11,31.7,346.49,1
2017,11,29.7,309.88,1
2017,11,30.9,326.37,1
2017,11,31.2,369.02,1
2017,11,25.1,157.45,1
2017,11,23,126.22,1
2017,11,22.2,122.5,1
2017,11,22.4,102.09,1
2017,11,22.8,134.42,1
2017,11,21.4,105.36,1
2017,11,24.2,140.87,1
2017,11,24.8,145.36,1
2017,11,22.5,116.74,1
2017,11,20.8,96.24,1
2017,11,27.4,221.06,1
2017,11,22.8,122,1
2017,11,22.7,130.16,1
2017,11,23,122.89,1
2017,11,22,110.96,1
2017,11,22.3,118.5,1
2017,11,24.8,155.07,1
2017,11,23.9,156.39,1
2017,11,23.7,127.17,1
2017,11,22,114.89,1
2017,11,24.3,166.39,1
2017,11,27.3,224.29,1
2017,11,23.6,143.28,1
2017,11,23.4,135.84,1
2017,11,22.8,117.53,1
2017,11,22.9,118.34,1
2017,11,27.2,223.61,1
2017,11,23.8,139.88,1
2017,11,21.9,112.22,1
2017,11,22.7,124.79,1
2017,12,40.4,877.77,1
2017,12,33.9,592.06,1
2017,12,38.5,792.87,1
2017,12,34.3,589.64,1
2017,12,34.5,677.25,1
2017,12,36.3,638.23,1
2017,12,35.8,612.72,1
2017,12,36.6,637.96,1
2017,12,32.8,524.64,1
2017,12,32.3,505.76,1
2017,12,33.4,538.17,1
2017,12,34.5,571.86,1
2017,12,34.4,564.79,1
2017,12,33.2,556.85,1
2017,12,33.3,539.23,1
2017,12,33.2,529.92,1
2017,12,33.4,561.3,1
2017,12,32.2,500.51,1
2017,12,33.3,512.57,1
2017,12,35.6,590.79,1
2017,12,33,524.59,1
2017,12,33.2,534.07,1
2017,12,27.9,240.49,1
2017,12,28.9,254.34,1
2017,12,27.6,239.28,1
2017,12,26.4,202.92,1
2017,12,28,260.97,1
2017,12,28.7,264.61,1
2017,12,27.9,232.47,1
2017,12,28.6,292.55,1
2017,12,27.1,212.47,1
2017,12,27.9,243.82,1
2017,12,28.8,269.15,1
2017,12,26.6,257.95,1
2017,12,27.6,215.43,1
2017,12,28.8,258.85,1
2017,12,27.6,258.44,1
2017,12,28.4,257.82,1
2017,12,27.2,231.62,1
2017,12,26.6,201.55,1
2017,12,28,251.16,1
2017,12,28.5,245.77,1
2017,12,27.1,218.91,1
2017,12,28,246.52,1
2017,12,25.5,183.8,1
2017,12,28.1,253.11,1
2017,12,26.6,202.69,1
2017,12,26.2,188.47,1
2017,12,28.1,240.56,1
2017,12,28.6,256.72,1
2017,12,27.4,228.01,1
2017,12,26.4,207.1,1
2017,12,26.8,187.96,1
2017,12,26.5,208.6,1
2018,1,34.2,574.29,1
2018,1,37,710.19,1
2018,1,36.3,678.02,1
2018,1,36.7,672.74,1
2018,1,35.7,576.7,1
2018,1,36,633.34,1
2018,1,34.8,591.91,1
2018,1,37.2,660.03,1
2018,1,35,595.19,1
2018,1,37.6,728.52,1
2018,1,35,609.44,1
2018,1,36.1,624.15,1
2018,1,36.2,647.35,1
2018,1,36.2,665.16,1
2018,1,35.6,593.87,1
2018,1,36.9,627.46,1
2018,1,37,627.64,1
2018,1,36.4,610.83,1
2018,1,35.8,603.6,1
2018,1,37.2,615.34,1
2018,1,36.9,641.42,1
2018,1,36.6,643.5,1
2018,1,35,582.56,1
2018,1,37.9,770.86,1
2018,1,36.4,635.12,1
2018,1,34.7,520.88,1
2018,1,37.2,714.72,1
2018,1,37.6,726.44,1
2018,1,35.8,559.92,1
2018,1,36.1,572.6,1
2018,1,35,589.75,1
2018,1,36.1,553.29,1
2018,1,34.5,474.91,1
2018,1,35.5,558.04,1
2018,1,33.3,386.21,1
2018,1,33.4,414.8,1
2018,1,33.9,467.28,1
2018,1,34.5,424.33,1
2018,1,34,433.1,1
2018,1,33,409.4,1
2018,1,33.5,401.79,1
2018,1,33.4,428.75,1
2018,1,33.1,434.31,1
2018,1,30.8,379.94,1
2018,1,34,432.62,1
2018,1,33.1,409.84,1
2018,1,34.5,481.52,1
2018,1,32.2,408.93,1
2018,1,25.1,145.88,1
2018,1,28.1,216.5,1
2018,1,26.3,183.44,1
2018,1,26.4,217.82,1
2018,1,26.3,201.33,1
2018,1,24.4,146.95,1
2018,1,23.1,125.78,1
2018,1,27,179.75,1
2018,1,30.5,282.42,1
2018,1,26.7,174.73,1
2018,1,26.8,210.43,1
2018,1,24.3,144.56,1
2018,1,25.8,189.33,1
2018,1,26.8,203.61,1
2018,2,41,798.55,1
2018,2,38.7,702.72,1
2018,2,38.2,660.7,1
2018,2,35.8,467.48,1
2018,2,35.1,514.58,1
2018,2,35.3,506.4,1
2018,2,36.2,483.81,1
2018,2,36.2,559.35,1
2018,2,35.3,521.61,1
2018,2,37.8,616.5,1
2018,2,35.9,511.66,1
2018,2,31.7,327.64,1
2018,2,31.6,330.24,1
2018,2,32.7,384.62,1
2018,2,31.9,377.3,1
2018,2,33.4,403.6,1
2018,2,30.9,328.91,1
2018,2,34,371,1
2018,2,32.6,390.51,1
2018,2,32.3,374.31,1
2018,2,32.2,369.92,1
2018,2,34.6,407.58,1
2018,2,33.1,386.6,1
2018,2,31.7,371.56,1
2018,2,28.6,265.75,1
2018,2,28.4,241.73,1
2018,2,27.8,249.32,1
2018,2,28.1,229.09,1
2018,2,29.1,256.06,1
2018,2,28.1,222.76,1
2018,2,29,267.21,1
2018,2,28.6,239.84,1
2018,2,28.9,269.24,1
2018,2,29.6,275.79,1
2018,2,28.3,234.51,1
2018,2,29.5,263.98,1
2018,2,28.6,243.12,1
2018,3,37.5,634.69,1
2018,3,32.8,398.95,1
2018,3,31.6,360.83,1
2018,3,32.4,386.63,1
2018,3,32.1,381.1,1
2018,3,31.7,370.08,1
2018,3,30.8,357.83,1
2018,3,33.4,417.04,1
2018,3,33.8,413.34,1
2018,3,29.6,270.88,1
2018,3,30.9,328.48,1
2018,3,29.9,272.78,1
2018,3,28.5,229.22,1
2018,3,28.5,265.01,1
2018,3,22,100.23,1
2018,3,22.4,95.26,1
2018,3,21.6,75.78,1
2018,3,22,88.78,1
2018,3,21.2,73.62,1
2018,3,20.5,74.83,1
2018,3,20.9,69.85,1
2018,3,23.3,103.75,1
2018,3,24.3,116.43,1
2018,3,24,121.21,1
2018,3,24.2,105.46,1
2018,3,23.3,88.58,1
2018,3,23.4,74.75,1
2018,3,27.7,161.05,1
2018,3,23.6,112.78,1
2018,3,22.7,118.32,1
2018,3,23.1,94.71,1
2018,3,26.4,160.39,1
2018,3,22.7,97.41,1
2018,3,26.9,151.98,1
2018,3,23.1,110.01,1
2018,3,23.9,109.7,1
2018,3,27,160.74,1
2018,3,20.2,74.61,1
2018,3,26.8,155.58,1
2018,4,30.9,339.16,1
2018,4,29.3,312.31,1
2018,4,31.1,362.11,1
2018,4,30.4,285.68,1
2018,4,30,308.41,1
2018,4,30.6,305.15,1
2018,4,29.2,297.61,1
2018,4,29.1,273.49,1
2018,4,28.1,251.18,1
2018,4,29,269.47,1
2018,4,28.8,275.52,1
2018,4,28.1,248.88,1
2018,4,26.7,214.44,1
2018,4,27,204.53,1
2018,4,21.8,99.65,1
2018,4,24.3,161.65,1
2018,4,22.4,127.31,1
2018,4,23.1,120.49,1
2018,4,23.5,122.6,1
2018,4,23.9,136.64,1
2018,4,22.4,107.3,1
2018,4,23,124.91,1
2018,4,24.6,159.39,1
2018,4,24.2,118.8,1
2018,4,22.9,134.35,1
2018,4,23.4,117.13,1
2018,4,23.2,125.26,1
2018,4,23.9,142.27,1
2018,4,22.9,141.07,1
2018,4,22.5,122.91,1
2018,4,23.7,143.25,1
2018,4,21.2,104.18,1
2018,4,21.8,103.84,1
2018,4,22.1,114.61,1
2018,4,21.8,103.46,1
2018,4,23.2,138.68,1
2018,4,21.9,104.06,1
2018,4,22.3,110.99,1
2018,4,23,134.08,1
2018,4,22,122.57,1
2018,5,22,152.39,1
2018,5,25.1,185.98,1
2018,5,23.3,156.96,1
2018,5,25,176.6,1
2018,5,22,142.88,1
2018,5,23.9,173.98,1
2018,5,23.7,192.27,1
2018,5,21.6,125.37,1
2018,5,24.2,190.13,1
2018,5,22.9,150.89,1
2018,5,25,189.62,1
2018,5,21.7,134.86,1
2018,5,21,125.94,1
2018,5,21.6,132.18,1
2018,5,21.5,130.72,1
2018,5,25.4,141.87,1
2018,5,26.6,249.68,1
2018,5,22.5,154,1
2018,5,23.1,164.71,1
2018,5,23,197.4,1
2018,6,27,230.94,1
2018,6,27.5,237.48,1
2018,6,25.6,220.96,1
2018,6,26.4,227.28,1
2018,6,27.8,279.88,1
2018,6,28.4,299.74,1
2018,6,27.8,270.41,1
2018,6,29,265.28,1
2018,6,26.5,235.32,1
2018,6,25.8,250.9,1
2018,6,27.2,264.69,1
2018,6,27.2,274.6,1
2018,6,27.5,293.89,1
2018,6,28,264.66,1
2018,6,28.7,294.51,1
2018,6,27.5,266.25,1
2018,6,26.8,245.68,1
2018,6,28.8,294.99,1
2018,7,35.7,692.92,1
2018,7,36,601.71,1
2018,7,38.3,708.19,1
2018,7,34.7,566.73,1
2018,7,36.9,603.86,1
2018,7,35.7,619.32,1
2018,7,35.8,622.64,1
2018,7,35.5,558.52,1
2018,7,35.5,603.42,1
2018,7,36.1,626.72,1
2018,7,35.3,573.47,1
2018,7,36.3,662.23,1
2018,7,36.8,636.51,1
2018,7,38.3,721.77,1
2018,7,35.9,656.09,1
2018,7,35.3,581.02,1
2018,7,36.7,675.42,1
2018,7,37.3,656.77,1
2018,7,37.4,733.5,1
2018,7,35.9,648.83,1
2018,7,35.9,634.61,1
2018,7,34.2,530.16,1
2018,7,31.5,428.78,1
2018,7,32.7,464.19,1
2018,7,31.7,398.8,1
2018,7,33.8,581.62,1
2018,7,32.8,474.35,1
2018,7,34.7,520.44,1
2018,7,32.5,424.95,1
2018,7,32.9,473.12,1
2018,7,32.1,439.04,1
2018,7,32.6,456.23,1
2018,7,33.4,450.34,1
2018,7,31.9,429.14,1
2018,7,33.5,496.074,1
2018,7,32.1,477,1
2018,7,32.8,432.63,1
2018,7,32.1,444.94,1
2018,7,32.1,438.44,1
2018,7,32.2,403.41,1
2018,7,32.1,455.19,1
2018,7,33.7,531.6,1
2018,7,31.7,418.38,1
2018,7,32.5,414.07,1
2018,7,30.8,371.04,1
2018,7,31.5,379.99,1
2018,7,31.3,375.64,1
2018,7,32.1,410.39,1
2018,7,31.6,374.64,1
2018,7,31.4,367.21,1
2018,7,29.9,329.59,1
2018,7,28.5,321.03,1
2018,7,30.6,388.76,1
2018,7,32.2,373.27,1
2018,7,31.5,379.9,1
2018,7,29.7,341.32,1
2018,7,31.7,418.27,1
2018,7,31.6,397.02,1
2018,7,30.5,335.31,1
2018,7,31.3,398.2,1
2018,7,30.9,366.21,1
2018,7,29.3,302.94,1
2018,7,32.1,407.48,1
2018,7,29.2,342.63,1
2018,7,30.4,349.07,1
2018,7,32.2,395.17,1
2018,7,29.5,361.93,1
2018,7,29.3,313.93,1
2018,8,37,741.75,1
2018,8,35.2,744.88,1
2018,8,37.9,815.01,1
2018,8,36.3,722.52,1
2018,8,36.9,746.74,1
2018,8,39,904.41,1
2018,8,38.2,798.67,1
2018,8,38.4,843,1
2018,8,35.5,659.99,1
2018,8,35.6,718.43,1
2018,8,38,781.89,1
2018,8,36.8,776.42,1
2018,8,36,691.8,1
2018,8,36.2,738.18,1
2018,8,36.2,719.93,1
2018,8,37.1,770.8,1
2018,8,36,706.02,1
2018,8,37,770.31,1
2018,8,35.5,677.43,1
2018,8,36.5,690.49,1
2018,8,36,706.63,1
2018,8,35.3,669.55,1
2018,8,36.4,659.74,1
2018,8,33.5,497.28,1
2018,8,33.6,487.85,1
2018,8,32.8,506.57,1
2018,8,34.1,508.35,1
2018,8,34.1,494.56,1
2018,8,33,495.02,1
2018,8,33.3,483.33,1
2018,8,34.1,490.26,1
2018,8,33.3,460.92,1
2018,8,34.3,525.9,1
2018,8,33.9,493.32,1
2018,8,34.6,528.63,1
2018,8,34.8,549.72,1
2018,8,34.2,561.4,1
2018,8,33.5,507.22,1
2018,8,34.3,529.79,1
2018,8,33.1,499.4,1
2018,8,34,519.33,1
2018,8,30.3,427.12,1
2018,8,32.6,446.28,1
2018,8,33.2,507.72,1
2018,8,30.5,374.1,1
2018,8,32.1,508.12,1
2018,8,33.4,453.72,1
2018,8,30.2,388.7,1
2018,8,30.2,434.12,1
2018,8,31.5,407.9,1
2018,8,32.5,418.32,1
2018,8,30.6,397.34,1
2018,8,30.2,363.94,1
2018,8,31,435.89,1
2018,8,30.5,308.49,1
2018,8,30.8,395.75,1
2018,8,30.5,384.13,1
2018,8,31.1,420.44,1
2018,8,30.8,369.64,1
2018,8,32.2,450.7,1
2018,8,32.4,446.29,1
2018,8,30,359.65,1
2018,8,32.3,429.8,1
2018,8,28,286.77,1
2018,8,29.7,355.99,1
2018,8,27,232.81,1
2018,8,30.1,368.74,1
2018,8,27.5,265.16,1
2018,8,27,262.21,1
2018,8,27.2,250.94,1
2018,8,28.3,279.27,1
2018,8,30.9,403.11,1
2018,8,27,250.66,1
2018,8,25.5,213.24,1
2018,8,27.3,236.71,1
2018,8,28.9,313.71,1
2018,8,25.1,184.49,1
2018,9,34.2,632.02,1
2018,9,35.7,618.03,1
2018,9,35.6,628.56,1
2018,9,35.5,671.5,1
2018,9,38,705.21,1
2018,9,34.9,637.53,1
2018,9,35.1,627.11,1
2018,9,36.6,629.36,1
2018,9,36,653.5,1
2018,9,38,779.74,1
2018,9,36.1,680.94,1
2018,9,37.1,699.22,1
2018,9,37.2,667.68,1
2018,9,34.9,673.37,1
2018,9,36.2,699.92,1
2018,9,36.8,623.38,1
2018,9,36.3,679.98,1
2018,9,35.8,662.26,1
2018,9,36.9,693.34,1
2018,9,37.3,713.97,1
2018,9,34.5,640.87,1
2018,9,36.5,674.16,1
2018,9,34.6,624.25,1
2018,9,32.7,484.54,1
2018,9,32.5,435.95,1
2018,9,33.1,491.51,1
2018,9,32.4,506.26,1
2018,9,32,450.71,1
2018,9,30.8,427.74,1
2018,9,30,388.96,1
2018,9,32.9,487.86,1
2018,9,31.6,422.43,1
2018,9,31.4,410.74,1
2018,9,32.6,452.73,1
2018,9,32.6,458.5,1
2018,9,31.4,457.15,1
2018,9,30.6,391.7,1
2018,9,30.7,359.37,1
2018,9,30.8,386.15,1
2018,9,32.3,424.77,1
2018,9,31.2,401.45,1
2018,9,31.3,371.55,1
2018,9,31.1,388.36,1
2018,9,31.4,385.77,1
2018,9,31.7,415.61,1
2018,9,28.7,361.29,1
2018,9,29.3,389.73,1
2018,9,30.6,377.84,1
2018,9,33.2,451.04,1
2018,9,29.7,315.12,1
2018,9,28.7,296.7,1
2018,9,29.6,312.21,1
2018,9,29.6,325.71,1
2018,9,29.7,338.54,1
2018,9,28.8,288.47,1
2018,9,27.9,274.47,1
2018,9,27.7,273.34,1
2018,9,28.2,293.97,1
2018,9,25.4,193.37,1
2018,10,38.8,727.45,1
2018,10,38,702.3,1
2018,10,38.4,759.66,1
2018,10,39,737.07,1
2018,10,38.4,738.12,1
2018,10,38.2,769.12,1
2018,10,38.8,761.22,1
2018,10,38.2,824.02,1
2018,10,39.6,735.87,1
2018,10,37.1,709.2,1
2018,10,36.9,739.67,1
2018,10,37.1,726.15,1
2018,10,37.2,745.46,1
2018,10,36.2,677.99,1
2018,10,37.4,811.42,1
2018,10,39.3,807.89,1
2018,10,36.9,731.22,1
2018,10,39.6,756.87,1
2018,10,33.5,454.83,1
2018,10,32.8,434.71,1
2018,10,33.4,457.79,1
2018,10,32.9,438.3,1
2018,10,35.7,515.85,1
2018,10,35.1,440.22,1
2018,10,32.8,415.83,1
2018,10,33,422.09,1
2018,10,32.6,427.79,1
2018,10,34,460.62,1
2018,10,32.5,420.77,1
2018,10,34.4,487.44,1
2018,10,34.3,447.27,1
2018,10,34.2,455.11,1
2018,10,33.5,455.96,1
2018,10,34.2,438.02,1
2018,10,33.4,434.58,1
2018,10,32.2,425.76,1
2018,10,30.8,356.09,1
2018,10,32.8,439.05,1
2018,10,31,356.77,1
2018,10,29.4,342.36,1
2018,10,32.2,410.28,1
2018,10,31.3,404.78,1
2018,10,31.1,350.28,1
2018,10,32.6,417.86,1
2018,10,30,324.47,1
2018,10,29.2,318.41,1
2018,10,31.1,382.41,1
2018,10,31.3,405.41,1
2018,10,32.2,394.5,1
2018,10,30.3,370.4,1
2018,10,31,354.79,1
2018,10,29.7,296.36,1
2018,10,29.5,323.39,1
2018,10,32.2,416.09,1
2018,10,31.4,374.91,1
2018,10,30.2,336.99,1
2018,10,32.9,438.2,1
2018,10,31.5,377.26,1
2018,10,30.6,376.58,1
2018,10,29.6,338.27,1
2018,10,30.9,364.74,1
2018,10,32,431.57,1
2018,10,31,354.63,1
2018,10,31.6,357.36,1
2018,10,26.9,211.41,1
2018,10,27.3,222.66,1
2018,10,27.1,217.89,1
2018,10,26.3,203.35,1
2018,10,26.8,214.73,1
2018,10,24.5,164.43,1
2018,10,26.6,208.99,1
2018,10,27.8,244.6,1
2018,10,30.9,326.32,1
2018,10,28,255.66,1
2018,10,27.4,252.74,1
2018,10,27.5,222.81,1
2018,10,28.8,278.71,1
2018,10,28,269.96,1
2018,10,27.5,228.7,1
2018,10,28.2,232.45,1
2018,10,26.5,197.77,1
2018,10,28.9,268.39,1
2018,10,26.9,227.3,1
2018,10,27.2,214.05,1
2018,10,25.9,202.22,1
2018,10,26.3,218.48,1
2018,11,35.7,569.95,1
2018,11,35.5,569.47,1
2018,11,32.6,497.29,1
2018,11,35.8,621.37,1
2018,11,35.9,568.08,1
2018,11,35.4,596.07,1
2018,11,34.1,512.88,1
2018,11,36.1,545.25,1
2018,11,34.4,505.73,1
2018,11,36.7,631.59,1
2018,11,35.7,617.24,1
2018,11,35.9,599.8,1
2018,11,33.6,465.22,1
2018,11,34.9,539.38,1
2018,11,36.3,624.71,1
2018,11,36.1,599.11,1
2018,11,36.6,574,1
2018,11,35.6,488.86,1
2018,11,33.8,500.67,1
2018,11,34.1,465.39,1
2018,11,33.6,498.18,1
2018,11,32.2,418.02,1
2018,11,33,445,1
2018,11,32.1,415.33,1
2018,11,34.5,502.94,1
2018,11,31.6,400.34,1
2018,11,33.2,422.62,1
2018,11,34.2,526.56,1
2018,11,32.5,415.17,1
2018,11,33.3,463.15,1
2018,11,33.4,463.9,1
2018,11,32.8,477.71,1
2018,11,32.6,389.34,1
2018,11,28,456.12,1
2018,11,33.1,406.66,1
2018,11,31.8,369.24,1
2018,11,31.6,358.44,1
2018,11,32.2,345.1,1
2018,11,31.1,351.16,1
2018,11,31.5,328.84,1
2018,11,31.6,320.45,1
2018,11,30.6,340.52,1
2018,11,31.7,346.3,1
2018,11,32.6,338.79,1
2018,11,31.2,332.56,1
2018,11,31.6,357.5,1
2018,11,31.2,369.78,1
2018,11,32,436.38,1
2018,11,29.3,296.64,1
2018,11,29.1,261.51,1
2018,11,29.1,244.57,1
2018,11,27.6,247.24,1
2018,11,25.8,212.02,1
2018,11,27.3,252.82,1
2018,11,28.2,270.06,1
2018,11,26.2,222.45,1
2018,11,27.3,227.78,1
2018,11,28.5,255.82,1
2018,11,27,217.57,1
2018,11,28.4,225.21,1
2018,11,28.6,233.96,1
2018,11,26.2,229.2,1
2018,11,28.1,216.16,1
2018,11,26.4,204.6,1
2018,11,28.4,232.26,1
2018,11,27.3,219.67,1
2018,11,29.3,277,1
2018,11,26.8,224.71,1
2018,11,28,240.14,1
2018,11,28,234.03,1
2018,11,27.4,218.93,1
2018,11,29.8,288.93,1
2018,11,25.8,191.66,1
2018,11,27.6,227.91,1
2018,11,27,214.21,1
2018,12,35.7,594.51,1
2018,12,39.3,753.37,1
2018,12,34.5,618.18,1
2018,12,35.7,629.29,1
2018,12,36.5,627.33,1
2018,12,36.8,737.54,1
2018,12,34.9,610.25,1
2018,12,34.2,579.49,1
2018,12,36.1,659.67,1
2018,12,36,606.4,1
2018,12,36.4,668.95,1
2018,12,36.7,686.02,1
2018,12,36.4,596.72,1
2018,12,34.9,609.13,1
2018,12,33.8,529.58,1
2018,12,36.5,738.84,1
2018,12,33,484.65,1
2018,12,33.1,383.26,1
2018,12,32.9,445.95,1
2018,12,31.9,465.8,1
2018,12,33.5,481.63,1
2018,12,32.7,432.27,1
2018,12,31.9,430.95,1
2018,12,34,459.36,1
2018,12,32.7,461.12,1
2018,12,34,455.76,1
2018,12,33.3,438.36,1
2018,12,34,518.22,1
2018,12,33.8,424.56,1
2018,12,32.5,453.05,1
2018,12,32.9,439.13,1
2018,12,28.5,299.69,1
2018,12,28.9,275.62,1
2018,12,30.6,321.77,1
2018,12,27.1,212.04,1
2018,12,28.4,265.77,1
2018,12,29.6,311.2,1
2018,12,29,324.1,1
2018,12,28.5,255.09,1
2018,12,29.7,341.58,1
2018,12,30.8,323.97,1
2018,12,28.8,288.09,1
2018,12,27.1,231.09,1
2018,12,28.4,270.13,1
2018,12,28.6,258.88,1
2018,12,29.9,298.67,1
2018,12,29.6,330.29,1
2018,12,27.1,252.68,1
2018,12,30.6,325.32,1
2018,12,24.1,165.17,1
2018,12,27.2,240.25,1
2018,12,27.5,237.03,1
2018,12,27.6,268.37,1
2018,12,27.3,264.12,1
2018,12,25.4,201.46,1
2018,12,26.4,201.74,1
2018,12,25.8,201.3,1
2018,12,26.7,217.46,1
2018,12,26.7,221.32,1
2018,12,26.6,236.37,1
2018,12,25.6,197.53,1
2018,12,30.1,326.1,1
