length(cm),weight(g)
29.4,307.4
29.4,301.6
31,346.1
30.8,357.7
32.9,478.5
31.7,361.9
29.3,304.2
30.8,319.6
30.8,324.2
29.5,340.9
32,420.1
29.9,314.6
30.3,340.8
30.5,347.5
30.3,366.9
30.3,357
29.8,313.3
30.1,341.9
30,349
30.7,253.2
30.7,341.2
27.6,245
28.8,264.2
29,293.2
25.7,183.3
30,297.3
30.5,327.2
29.2,269.4
28.8,280.5
29.1,276.3
28.9,289.3
28,238.5
29.1,290.2
29,267.7
28.8,275.4
29.5,294.8
28.6,276.3
28.5,267.1
27.8,237.9
29,282.2
29,242.1
28.1,252.2
29,284.3
28.8,288.8
29.7,299.9
28.2,260.2
27.8,237.1
28.9,281.9
28,243.3
24,143.5
23.8,135.6
23,119.2
25.7,150.8
22.5,106.7
26,180.7
25.1,147.2
25.5,169.7
24.5,129.3
28.9,271.5
25.4,147
25.7,175
23.9,124.1
25.7,158.3
23.2,130.6
22.9,113.1
22.8,112.7
25.7,146.4
25.5,159.6
24.8,135.8
23.2,109.8
25.8,181.2
23,129.2
22.6,103.1
25.7,157.6
24.5,157.1
23,120.9
24,122.9
25.1,146.9
23.8,130.1
36.3,686.2
37.8,722.8
37.8,722.5
36.6,710.3
37.5,778.2
35.8,685.9
38,794.4
35.5,722.4
37,716.6
37.8,854.3
37.1,770.4
36.6,713.5
38,744.9
35.2,655.4
39,824.4
36.5,751.9
38,769.4
37.5,780
34.5,698.7
38.9,705.8
41.5,946.2
36.8,751.8
36,716.7
36.2,691.1
36,690.1
36,645.9
36.2,684.2
33.8,514.4
32.2,486.7
35,585.3
35.3,633.2
36.2,612.2
35.8,615.5
37.8,748.5
35.4,821.4
34.8,586.1
34.5,587.6
33.4,556.6
35.4,614.3
34.4,499.6
36.2,612.6
33,539.3
34,574.9
36.5,724.4
35.2,670.7
37,741.6
36.6,655.1
36.8,742.3
36,696.5
32.1,477.5
33,489.5
33.8,536.5
36.8,604.6
33.2,509.5
28.8,304.4
29,307.4
29,322.1
29,337.2
29.2,337.9
30,318.5
30,337.2
29.1,342
27.8,261.8
30.5,342.2
29.4,307.6
29,298.1
30.8,368.7
31.2,375.3
29.6,349
31.2,362.1
29.4,318
29.5,298.5
28.4,300.4
27,237.4
29.6,297.4
29.6,365.7
30.5,364.2
29.5,341.3
30.8,358.3
30.2,334.4
29.2,326.8
30.2,305.1
28.2,260.3
29,283.2
27.8,271.8
27.8,248.9
27.6,263.5
29.5,279.9
25.3,274.1
28.8,293.4
26.5,218.4
27.2,248.3
29.2,324.8
26,234.6
29.2,326.3
27.2,238.5
29.8,313.8
28.4,293.8
30.2,346.9
28.5,385
28,266.7
27.4,228.1
28,259.6
27.4,264.1
26,229.9
27,229.6
26.2,210.8
25.8,160.8
25.8,185.7
25.9,203.3
25.5,215
26.8,226.1
25.8,197.3
25,183
35.1,620.5
32,454.6
35.6,650.4
36.6,788.5
37,730.5
37.6,801.5
37.8,608.7
34.6,599.3
34.2,610.6
36.8,778.8
35.3,628.5
36,645.6
40,875.4
34.6,577.4
33.8,546.3
37.9,745
34.6,615.8
39.9,987.2
36.9,684.7
35.2,646.7
34.5,566.5
34.8,577.4
37,669.6
36.6,648.5
36.5,728.9
36.6,678.9
31.5,447.3
33.2,548.8
31.6,457.3
31,438.7
31.9,451.3
32.6,482.2
33.2,541.8
32.3,479
33.4,579.4
31.6,472.5
30.7,425.2
31,450.7
32.8,492.1
31.8,480.2
31.2,443.1
31.2,446.5
31.2,409.6
32.8,520.1
34,593.9
32.2,481.9
31.4,452.1
32,486.5
31.6,461.2
34.1,575.6
30.9,405.8
31.8,474.2
35.3,545.1
31,452.2
32.5,468.3
32.3,507.2
29.7,374.1
30.9,425.3
30.8,389
31.3,419.5
32.2,433
31.1,414.9
32.5,468.9
29.2,352.3
30.8,396.8
32,447.2
31.8,413.3
31,414.6
30,361.9
32.5,476.7
33.5,540.2
30.6,385.8
36.4,632.1
31,400.5
29.8,391.8
33.2,470.6
30.6,389.8
32.5,468.4
33.2,495.1
31,407.5
30.4,365.9
29.8,363.2
29.5,336.6
30.1,361.5
31.2,412.8
30,342.3
30.1,372.4
31,423.6
30.4,396.8
31.8,417.9
31,410.8
30.8,386
31.2,398
31,427.7
30.3,417.1
31.3,449.4
30.5,370.7
30.8,418
31.9,453.9
29.6,324.6
31,421.7
31.2,407.6
30.8,524.4
31.2,413.3
29.8,374.1
32.2,483.4
30.7,376.6
31.2,449.3
31.8,459.2
29.8,365.3
29.8,341.7
31.7,416.3
30.5,416.9
30.8,408.6
30.8,398.5
29.7,371.8
35.5,679.8
34.3,629.8
35.4,668.8
38,763.4
36,640.4
36.4,640.3
35.4,595.9
37.8,686.5
37.5,743.6
36.1,671
35.8,616.1
36.5,653.3
35.3,639.6
36.1,654.1
34.9,625.8
36.4,683.1
35.1,614.9
34.8,597.2
36.2,679.6
35.4,682.2
36.6,648.5
35.7,628.5
37.8,758.2
38.5,732.2
37.4,772.3
36.4,646.4
35.3,652
35.6,637.9
35,639.3
36,648
33.8,548.6
34.6,551.9
33,498.3
33.4,533.3
32.6,503.7
32.1,484.2
34.2,510.9
32.9,500
34.1,555.8
31.8,465.1
31.3,489
32.8,522.4
32.6,505.5
32.3,510.3
34.1,537
33.5,514.38
32.6,532.6
33.1,510.1
32.1,484.6
34.7,523.3
33.1,494.5
32.6,505.1
33,552.4
31.8,462.1
32.2,487.8
34.5,510.9
33.4,492.2
33.3,529.5
31.9,466.2
32.6,516.8
29.8,358.2
29.4,353
31.3,399.3
31.7,378.5
30.8,366.3
29.2,342.3
31.6,407.3
30.6,378.8
30.6,384.4
28.4,321.3
31,408
30.3,368.1
31.3,372
30.7,397.5
31,396.6
30.8,408.2
30,344.6
31.8,442
28.9,295.5
30.8,370.2
28.8,314.2
30,375.4
31.8,452.4
31.8,423.8
31.9,359.3
30.4,366.5
28.9,357.1
29.5,346.7
30.7,392
30.1,346.8
26.2,215.5
26.4,229.2
27.6,274.9
25.7,203
25.8,215.1
27.8,233.2
27.4,274
27.6,278.2
27.9,237.6
27.3,259
27.4,235.4
26,201.6
26.6,237
25.8,203.1
26.2,219.4
25.8,201.1
25.2,210.5
25.8,211.3
26.6,241.2
27,237.5
28.5,283.6
27,261.5
27.9,260
26.5,212.2
25.8,198.7
26.9,268
27.7,266.9
26.9,255.9
26.9,229
25.7,230.7
32.1,506.5
32.2,501.5
33.2,560.8
33.2,492.5
32.5,500.3
33.5,579.2
32.8,510.4
32.2,497.6
33.9,519.8
30.5,476.6
33.3,542.9
31.8,469
33.1,545.4
31.1,479.6
33.3,528.7
31.3,462
32.9,525.8
32.2,505.1
32.2,478.6
33,489.38
31.9,478.2
33.1,520.2
33.3,567.6
35.9,581.8
32.8,517.4
32.1,493.9
33.6,548.9
33.3,543.8
33.3,538.8
33.5,514.3
32.1,479.8
30.5,395.4
31.6,503
32.8,505.3
31.2,455.7
31.9,510.6
31.3,489.8
31.8,438.3
33.1,511.2
32,453.7
32,472.7
31.2,415.2
32.3,469.3
32,446.2
31.2,404.2
30.6,402.5
30.8,424.5
32,437.8
30.9,394.4
31.5,433.8
31.8,484.6
31,418.8
32,460.7
31.8,479.9
31.5,448.5
33,492.6
30.2,397.9
31.9,511.3
33,492.7
30.4,459.8
28.9,336.1
29,380.4
27.8,291
28.6,310
28.9,324.6
29,369.6
30.2,406.9
29.2,318.7
30.5,389.8
30.6,390.8
30.1,364.6
29,337.5
30.2,394.2
31,446.8
30.9,418
30.8,440.5
29.8,372.7
29.2,388.2
31,396.7
29.3,346.6
28.4,333.6
28.6,351.9
28.7,314.2
30.8,382.3
29.3,336.5
28,309
28.9,309.7
29.7,337.4
27,264.9
28.1,289.2
25.2,193.1
26.5,259.1
27,240.4
27,248.7
27.2,267.5
25.1,192.5
27.5,253.8
26.8,229.7
24.9,183.1
24.5,185.8
24.3,172
27.2,246.4
26.2,244.9
26.8,231.8
27.2,230.9
26.1,232.3
27,266.8
26.2,223
26,223.2
25.5,231.5
24.3,172.9
26.3,224.5
27.5,271.6
27,257.1
26.8,236.6
26.8,227.7
25.8,214
27,238.7
24,163.2
25.1,209.7
34.2,581.7
33,502.4
30.2,487.3
34.2,565.6
32.6,504.1
33.1,519.9
32.8,493.4
33.5,492.7
33.7,541.6
34,517.5
32.8,494.3
34,524.9
32.8,504.6
32.8,501.4
34.5,596.9
32.5,542.5
32.9,503.5
33.8,530.3
33.4,511.6
32.6,510
33.2,533.4
32.9,528.9
33.3,536.8
31.3,482.2
34.6,615.7
33.4,542.4
34.4,613.9
32.4,507.7
32.4,466.5
33.7,531.3
32.6,466.8
32.7,478.5
32.6,439
30.9,403.4
31.2,457.8
31.4,427.8
31.1,429.9
31.9,462.4
31.2,391.9
32,444.1
31.5,419
31.6,416.7
31,376.9
31.3,415.6
31.8,437
31,403.8
31.9,437.1
31.3,434.3
31.8,411.1
30.9,415.7
31.9,444.9
31.1,409.1
31,406.2
30.7,394.7
31.8,428.4
31.7,433.4
31.3,422.3
32.4,459.7
31.7,429.2
32,457
29.2,317.9
30.1,369.9
31.7,440.5
30.3,398.1
30,357.1
31.4,415.9
31.1,396.1
31.1,411.6
30.2,396.1
30.9,389.2
31.8,461.4
28.4,297.7
27.8,274.8
31,404.6
31.3,400.2
31.3,416.5
29.9,378.7
29.9,327.5
31.7,399.4
27.8,279.2
30.8,405.1
27.3,265.5
31.1,407.9
28.8,309.5
30,377.5
30.1,374.6
28.1,311.8
31,315.2
31,410
29.6,354.8
26.1,232.9
27.1,248.2
27,246.2
27.9,276.9
27.5,252.7
27,254.2
27,234.9
28.6,303.9
29,322.8
27.9,278.6
25.8,228.8
27,251.2
26.7,242.2
27.5,280.3
29.8,343.4
26.7,233.1
27.5,279.7
26.3,229.3
27.8,273.9
28.8,300.6
26.9,262.7
28,274.3
27.2,248
26.9,261.8
28.1,281.9
27.1,248.6
28,283.2
28.9,289.4
29.1,332.6
28.9,297.8
33.7,525.4
32.2,460.2
34.4,643.8
33.9,538.1
36,675.5
35.3,536.7
35.2,656.7
35.2,566.2
35,557.3
34.5,519.4
34.8,545.9
35.9,561.5
30.8,388.8
34.6,603.9
34.1,560.3
35.6,600
34.8,596.1
36.3,662.8
33.6,530.4
33.6,554.4
34,523.4
34.3,533.4
32.7,549.1
32.6,466.1
35.2,590.8
36,645.1
34.2,526.3
33,424.3
33.1,545.5
34.2,529.7
33,441.9
30.2,352.2
30.8,358
31,389.3
32.8,437.8
31,339.8
32.8,419.7
30.6,358.4
32.1,476.8
30.4,339.7
31.8,347
31.5,372.6
31.8,386.2
30.9,394.6
30,369.9
31,371.8
31.3,370.2
33.1,440.4
30.9,373.9
33.2,426.5
31.6,355.2
32.3,400
32.8,427.2
33,419.3
33.1,404.6
32.2,358.3
31.7,358
32.1,402.3
31.6,359.5
31,420.4
31.8,417.4
30.9,401
30.8,378.3
31.6,390.5
31.1,375.9
29.1,344
30.1,363.1
31.9,408.6
30.8,383.2
30.3,366.4
30.2,366
29.6,345.7
31.6,409.1
31.8,386.4
29.6,312
31.2,414.3
32.9,424.2
28.3,284.2
30.1,391
31.3,375.3
30.1,376.6
31.1,386.6
31.2,396.6
30.1,376.7
27.6,245.2
25.3,216.2
29.6,368
30.5,313.3
29.2,315.2
30.2,367.5
29.1,347.6
19.5,321.7
27.5,242.7
30.5,323.7
30,312.6
29,295.7
31.7,355.3
29.8,303.9
30,353.2
29.36,322.6
28.3,279
28.2,252.7
28.2,291.6
29.5,293.2
28.5,294
34.3,590.4
36.6,746.5
36.2,724.6
34.8,585
34.5,644.3
37.3,674.9
34.5,608.3
36.8,700
36.2,666.6
36,653
35.8,696.4
36.2,616
37.8,784.6
34.2,575.1
37.2,754
35.4,677.3
35,578.3
35.2,683.6
34.8,597.8
37,706.6
37.4,769.1
37.1,804.8
35.2,689.9
36,696.4
34.8,687.7
33.1,584
35.7,690.8
35,629.8
36.5,661.3
35.4,695.6
34.9,488.9
34.3,544.6
34,525.8
34.9,487.2
34.8,469.7
34.8,535.3
33.4,471.2
33.2,529.6
34,469
33.5,500.7
35,584.9
33.4,512.1
35,530.2
36.3,466.3
33.8,532.1
35.2,537.2
33.5,493.4
33.9,506.8
33.9,518.3
35.2,616.3
34.2,542
35,524.6
35.3,522.1
33.9,481.7
33.2,519.4
34.6,552.3
34.3,525.5
34.1,517
34.1,512
34.4,520.1
33.2,479.5
33,450.6
31.2,381.4
33.6,465.3
32,481
32,415.8
32.6,418.6
32.2,454.1
31.8,418.7
30.8,367.9
33.1,492
32.9,463.3
34.1,529.6
32.3,428.6
31.7,387.1
32,429.6
33.9,464.8
32,431.4
31.2,384.5
33.8,500.6
32.8,395.6
32.9,458.6
33.2,427.1
33.2,429.6
31.9,413.5
31,393.9
31.6,439.5
31.8,428.7
34,534.6
33.2,379
29.2,333.9
29.1,323.3
29,291.4
26.7,224.5
29.2,323.7
28.4,287.3
28.1,296.4
28,253.8
28.6,315.3
26.6,229.3
30.6,351.7
27.1,268.9
27.9,270.3
28.3,322
28.1,278.7
29.1,337.4
27.1,233.3
28.2,295.9
27.9,266.1
29.4,290.3
29,300.3
31.1,360.4
27.5,275.3
27.2,237.9
24,155
28.5,282.6
27.8,244.5
28,280.8
27.8,285.5
28,273.1
35.1,620.5
37.5,710.2
37.6,875
35.9,683.6
38.2,866
36.9,704.6
36.8,823
34.5,631.4
35,638.9
35.1,722
36,707
36.7,696.2
37.5,786.5
35,619.5
36.3,746.7
34.8,647.8
35.7,659.3
35.2,628.7
34.8,631.4
36,689.3
35,636.6
35.9,680.1
34.7,679.8
35.6,672.9
34.5,657.7
35.8,666.4
35.8,692.6
34,579.8
34.1,552.4
34,565.7
32.4,502.1
33,550.6
33.4,527.4
34.6,570.3
33.1,530
33.1,537.6
32.1,507.3
32.7,549.4
33.6,590.7
34.3,578.2
34.1,586.2
34,582.4
34.9,618.3
34.1,603.4
33.8,606.4
33,538
34.4,635.8
34.7,558
33.6,541.8
33.3,564.8
33.8,530.8
33,518.7
33.3,535.6
34,537
33,527.4
33.7,517.8
33.3,533
32,454.7
33.5,473.8
33.1,452.7
30.9,449.7
31.4,438.4
32.5,419.4
33.1,515.1
32.8,489.6
30.3,443.2
31.5,432.7
32.2,489.3
31.5,492.3
32.1,510.4
31,453
32.5,453.3
31.5,414
30.5,418.8
32.8,521.8
32.8,502.9
31.5,449.6
30.3,401.6
32.6,468
32.8,503.2
32.7,459.1
31.1,418.1
32,462.4
31.6,432.8
30.8,457.5
30.9,434.8
31,417.5
31,400
30.6,389.8
29.4,347.7
29.3,332.9
30.2,388.3
30.1,408
30,360.8
30.9,392.7
29.4,385.5
31,418.9
29.1,335.1
30.1,385.4
30.4,378.9
30.1,386
30.6,385.9
29.8,351.5
29.7,375.6
29.5,359.3
30.5,391.7
30.3,378.3
29.5,369
28.3,314
36.3,667.5
36.6,753.7
36,679.4
37.5,722.8
38.3,940.6
36.5,725.3
34.8,670.2
36.2,634.7
39.9,1009.3
37.4,789
37.4,812.8
35.5,671.9
36.9,788.4
38.2,887.2
35.8,687.2
38.4,906.9
38,855.6
37.8,735
37,825.3
35.8,725
37,792.9
36.4,719.2
34.6,682.4
37,715.5
38.9,857.8
36,715.8
35.7,671.2
37.5,792.2
35.1,623.7
34.4,626.8
36,642.6
36.2,679.5
35.6,658.5
35.5,607.8
35.8,746.3
34.6,546.8
35.5,650.1
35.1,630.3
34.8,620.7
34.3,514.8
33,540.5
34.2,582.6
35.6,632.4
34,618.4
34.9,629.4
34,550.8
34.4,576.2
32.8,543.4
36.7,663.2
34.2,610.1
33.2,548.9
31.4,451.2
36.1,710.2
32.1,441.1
33.1,511.4
34,589.4
34.1,592.5
32.1,422.1
29.8,335.4
30.5,365.2
31.2,376
30.8,408.4
31.5,381.2
30,368.8
32,428.5
30.6,364.9
31.2,354.9
31.1,394
31.6,403.6
30.8,404
32.7,494.6
31.4,357
29.7,648
30.8,398.3
31.5,407.1
31.6,389
32.6,432
30.7,339.8
29.8,314.9
30.6,351.7
31.5,385.4
32.4,474.1
30.9,360.3
30.5,368.9
29.6,303.7
30.4,365.1
29.5,330.2
30.6,387
28.6,289.4
28.5,291.1
27.1,248.4
30,333.7
30.6,369.5
28.9,294.5
29.2,302.3
29.6,322.1
29.8,343.6
29.6,293.6
28.6,249.3
29.7,321.2
30.3,344.2
27.7,257.7
28.9,297.4
29.7,325.2
28.9,293.9
28.7,277.8
30.5,328.9
29.8,336.7
29.6,307.4
29,295.3
28.5,288.2
30.8,367.9
30,332.6
29.5,321
26.1,211.3
30,325.6
29,310.9
29.4,302.8
36.2,734.3
36.1,653.6
36.6,663.6
37.7,770.5
37.5,769.4
36.1,656.7
36.5,677.2
37.1,665.3
36.1,633.5
35.8,652.7
37.1,717.8
35.4,633.7
34.9,676.5
37.5,750.5
38,737
37.2,734.1
36.3,668
36.8,675
38,732.7
37.3,713.7
37.2,701.1
34.6,605.5
37,705.8
35.3,643.6
37.4,719.9
38.5,750.5
37.8,747.7
36.2,684.2
38.1,758.7
36.8,664.5
35.8,611.7
35.1,579.2
37.5,653.2
35.2,574.2
35.3,598.4
33.3,553.3
35.9,631.7
35,593.8
36.5,668.3
33.8,480.9
36.1,682.1
34.9,602.1
35,567.9
37.2,647.7
34.2,552.3
36.5,672.2
35.1,556.7
35,555.7
36.2,661.5
34.9,557.6
36,586
34.5,547.6
35,601.6
34.6,515.7
35.4,613
35.8,626.1
36.1,621.6
35,633.2
34.8,559.2
35.9,599.3
33,473.6
33.9,486.1
32,428.6
32.5,505.2
34.5,538.9
34.3,505.8
34,479.5
32.6,505.7
34.3,535.9
34.4,522.7
34.6,507.8
33.5,478.8
34.6,529.9
32.9,484.1
33.5,479.9
33.8,502.6
33.5,464.3
32.5,435.1
33.8,524.7
32.6,573.2
31.6,407.4
32.9,452.8
35.2,520
33.8,497.3
33.8,506
33.5,495.1
33,515
34.3,510.6
33.4,489.6
35,539.3
29,282.9
26.7,217.4
27.4,244.3
28.1,271.4
28.4,262.5
30.6,324.3
30,301.6
28.2,276.1
27.1,249
29.1,291.7
29.3,308
28.8,273.5
28.2,279.6
28.5,270.3
29,269.8
27.8,235.7
27.8,256.7
29.1,267.1
27.6,248.2
28.8,264.5
29.3,312.9
29.1,360.3
29,261.3
29.2,268.7
27.8,250.2
30.2,334.8
27.4,231.3
29.8,289
30.2,328.7
28.3,311.2
35.7,596.7
36.6,686
34.3,520.2
35,528
34.1,501.4
36,600.5
35.2,577.5
35.3,594.4
36.5,599.4
38.2,648.9
36,595
36.7,654.1
34.7,562.3
35.5,614.6
33.3,516
37.1,670.5
34,546.2
35.5,574.4
33.6,519.1
35.4,585.4
34,530.1
35.6,608.3
34.3,533.7
33.5,502.9
34,539.2
34.8,527.9
36.2,615
33.8,495.3
35.6,546.7
35.3,596.6
35,536.9
33,437.9
33,430
32.8,470.4
34.5,519.2
34.2,492.8
35.2,578.1
34.2,505.2
33.2,469.1
34,495.6
31.7,419
35.3,526
33.7,482.3
34.5,497
32.3,411.9
33.6,484.7
34.1,520.3
33,439.2
34,499.3
35,561.4
34.2,516.6
36.5,518.1
33.6,516.1
32.7,429.9
36,586.9
36.2,571
33,442.8
35,547.1
34.1,521.8
33.7,462
32.5,432.9
30.2,342.7
32.5,425
31,353.3
31.5,358.1
29.8,340.6
33,434.7
30,299
34.2,452
30.2,320
28.2,288.9
31.5,374.6
32.5,422.5
29.7,307.5
32.8,411.9
31.5,381
30,320.1
31.2,382
31.4,404
32.3,414.4
31.9,378.2
30.5,334.8
31.9,388.9
31.5,370.8
29.1,304.1
30.1,336.3
30,391.3
29.2,388.9
30.3,359.6
29.3,308.5
30.2,326.8
28.2,302.9
29.6,296.5
26.4,202.3
29.7,307.6
28.7,281.5
30.7,346.1
30.4,329.7
28.9,304.8
27.3,202.2
28.6,275.5
26.3,213.1
28.8,286.6
30,328.1
29,284.8
29.2,277.3
29.9,313.6
29.6,278.3
29.5,284.4
30.1,320.6
27.9,263.9
28.7,259.2
30.2,327.4
29,302.1
29.5,314.9
29.8,318.2
29,283.4
29.7,309.8
29.5,297
27.8,244.4
33.2,507.9
35.5,603.3
34.8,529.9
34.4,446.1
34.1,472.8
33.2,511.6
34.4,525.6
34.2,535.8
32.9,488.4
33,493.4
32.2,493.7
34.4,531.6
34,516.2
35,561.7
34.4,509.8
33.2,544.3
33.5,501.6
34.4,545.5
34,542.7
34.2,498.6
34,480.2
34.8,492.7
35,530.7
33.7,517.6
34.2,518
34.7,495.7
34.5,571.6
32.3,463
33.1,508
35,584.9
32.8,436.8
31.8,380.5
32.8,439.5
32.1,454.4
33.2,461.4
29.8,352.8
30.3,356.2
32.5,416.7
31.2,376.8
31,372.7
27.2,229.4
31.5,384.5
32.5,384.9
33.8,484.8
34,484.3
31,396.8
31.2,393.3
32.7,458.1
30,383.2
32.2,374.3
31.2,383.1
31.3,370.7
31.5,379.7
30.8,348.2
32,429.5
32.8,437.7
31.2,379.5
30,323.6
31,395.7
31.8,426.9
26.3,208.9
28.2,235.2
28.6,273.5
26.2,200.4
28.2,261.1
26.6,217.8
29,285.9
28,263
29.1,244.1
29,266.7
27.5,226.8
24.8,155.3
28,242.9
28.3,255.3
29.2,301
28,245.3
29.4,328
30.1,323.4
29.2,290.6
28.3,263.4
27,215.9
28,275.5
28,236.4
28.1,284.5
25,156.8
24.9,168.8
27,225.5
30.2,330.9
28,264.8
28,249.6
24.9,169.4
25.2,184.4
28,276.4
25.2,187.3
25.8,173.3
24,150.5
26.1,188.9
25.9,178.3
23.2,135
26.2,192.3
26,187
27,233.1
25.4,171.1
24.5,153.6
26.6,204.8
26.7,190.5
25,159.6
25.4,194.6
26.1,192.7
27.2,252.5
26,197.8
24.2,150.1
25.2,172
26,190.3
25,179
26.8,215.5
25.7,172.7
24.2,150.6
24.1,149.4
26.8,207.7
37.2,707
36,568.8
33.8,489.7
33.3,420.6
34,486.2
35.7,600.2
36,566
38.1,752.2
35.2,565.3
34.5,495.6
36,585.3
35,545.9
35,587.7
35.9,627
34.3,509.8
34,491
35.2,568.3
35.2,596.5
33,472.8
34.2,519.2
35.7,557.4
35,537.3
35,572.4
34.8,516
34,510.5
35.8,576.9
34.9,466.3
34.3,479.9
35,542.5
34.2,462.9
32.8,443.9
32.6,408.6
33.4,463
31.9,389.2
32.8,370.1
31.5,369.3
31.3,387
32.7,389.7
31.5,362.8
33.2,420
32,392.3
30.9,336
34.7,427.9
31.7,371.5
32,398.6
33.5,440
31.8,371.4
32,406.5
32.7,430.9
31.5,344.7
30.9,371.1
33,429.9
31.7,418.6
32,405.6
32.7,442.3
31.1,377.1
34.1,434.2
31,365.7
31.5,340.9
32.3,401
30.9,359.5
30.8,335.7
29.9,286.2
31.6,343.7
29.9,321.5
31,362.2
31.8,355.1
30,352.5
30.1,318.4
29.4,298.9
30.2,302.1
29.5,275.6
32,386.2
32.4,398.8
29.3,283.1
29,282.2
30.3,314.2
29.6,298.1
30.1,296.1
29.3,307
30.5,322.3
29.5,303.3
28.4,270.8
29.7,310
31.7,360.1
28,233.9
30,328.3
29.3,281.4
29.7,293.9
29.8,284.4
28.2,239.9
26.3,196.1
28.8,251.8
29,258.2
26.2,193.6
30.5,304.7
29,259.8
28.2,233
28.5,251.9
27.4,216
28,226.3
29.6,285.1
27.9,218.5
26.8,211.6
27.8,234.3
25.8,195.9
28,223.3
28.2,252.7
28.2,247.3
25.1,166.8
29.2,275.7
29,290.9
28.7,230.1
26.2,201
27.3,231.3
27,216.2
27.4,223.8
27.2,231.1
25.3,164
25.9,170.5
34.6,539.7
34,512.1
33.1,504.8
34.1,518.3
34.9,575.2
33.9,469.9
33.9,510
33.6,518.4
35.1,550.5
35,570.1
35.2,551.9
36.1,540.7
34.9,569
35.7,569.7
34.1,504.9
34.3,515.6
34.3,476.3
34.3,519.3
34.8,506.3
34.1,499.1
35.2,444.6
35,543
33.9,526.7
34,544.3
34.1,488.1
34.2,512
34.6,546.6
33.8,508.9
35.1,558.7
35.1,574.7
34.1,488.9
34.3,511.2
33,421.4
32.6,458
34,469.3
34,556.3
35.4,518.3
33.1,423.1
32.8,429.6
32.1,414.2
35,565.6
33,466.2
34.2,511.6
31.3,397.1
32.9,438.8
30.3,377.3
30.7,364.7
33.2,428.8
32.7,464.5
33.2,465.6
32.4,485.7
32.1,393.5
33.1,487.4
31.6,414.1
32.9,433.9
35.3,581.4
31,369.2
30.6,371.6
30.4,331.8
31.9,394.6
29.9,328.1
30,359.9
32.9,330.1
29.9,294.9
29.7,319.4
30.2,345
30.1,333.6
30.2,312.8
30.3,350.2
30.2,334.2
31.2,369.1
30.4,339.5
31.1,347.1
28.9,296
30.5,359.6
31,345.6
29.7,314.4
29.8,306.4
31.1,331.9
30.2,325.1
28.9,290
30.5,310.1
31.9,349.7
30.6,340.6
31.3,348.1
30.4,378.4
29.2,287.6
26.5,212.7
25.5,165.9
26.5,190
26.2,187.9
26.9,123.8
26.4,177.1
27.2,211.6
26.9,199.1
25.2,169.2
27,196.3
23.9,139.6
25.2,160.6
24.3,150.8
25.7,166.2
26.1,194.9
26.1,184.8
27.2,211.8
24.9,161.9
24.3,144.7
25.4,177.1
26,171.6
26,192.4
25.4,182.8
25.3,174.4
24.9,150.5
23.8,134.9
25.2,179.4
27.4,233.6
26.4,203.8
24.9,155.5
38.2,764.1
34.1,624.1
37.2,777.5
37.5,750.3
38.7,866.6
37.5,795
35.7,670.8
39.7,877.1
38.8,738.9
38.5,764.9
35.3,624.3
36.6,680.3
35.3,679.1
38.9,770.9
34.2,632
37.4,717.7
37.2,750.7
35.8,724.6
36.3,670
36.4,709
40.6,915
35,625.7
35.6,657.8
36.5,673.8
35.6,692.2
37,591.3
33.7,677.2
36.5,622.8
35.2,651
35.6,641.6
36.2,672.9
34.3,548.1
34.6,590.2
34.4,543.2
34.3,565.5
34.2,567.8
34.8,573.3
36.7,602.5
34.1,575.3
37.1,686
33.9,594.4
35.2,672.1
36.1,680.7
34.2,535.7
34,578.8
34.3,582.7
35.7,620.6
34.3,556.8
34.8,540.2
36.1,625.1
35,644.2
34.2,529.3
35.3,634.1
35,572.5
35.8,619.1
35.2,644.9
36.4,628.9
34.1,589
35.7,622.1
35.6,640.1
32.7,381.2
29.6,324.7
34.7,577.7
31.3,368.2
31.8,449.1
29.1,288
24.8,174.8
30.7,372.8
30,372.1
27.8,255.1
30.5,345.3
29.7,356.5
30.1,368.3
30.2,338.9
32,392.4
31.3,392.2
30,330.8
29.3,358.5
29.2,355.7
31.6,408.5
30.2,375.7
29.7,320.3
30.2,332.7
31.3,434.7
31,402.9
30,332.5
32.1,427.7
30.8,389.4
30,304.1
29.1,322.3
27,238.1
27.3,239.4
24,172.3
27.3,235.1
26.8,225
27,228.5
26.5,216.3
26.6,264.7
26.3,219.7
27.1,240.8
26.1,211.9
27.1,200.1
26.1,205
26.1,212.4
26.4,192.4
25.5,210.4
25.5,190.4
26.9,224.1
27.1,205
26.7,219.3
25.3,181.8
26.6,229.5
25.3,180.1
25.6,188.3
26.8,224.7
26.8,219.7
26.2,214.1
24.1,169
25.5,199.7
26.3,194.8
40.2,1005.6
44.3,1316.9
40.5,959
41.4,1054
44,1384.2
41.5,1029.6
39.7,938.8
40.7,977.1
48,1695
40.8,1018.5
40.5,975.6
39,923.1
38.8,893.9
39.9,954.6
40.1,975.7
40.7,976.8
40.3,976.1
40.2,1027.1
37.9,813.5
38.7,790.4
38.2,886.5
36.5,717.3
38.5,851.7
41,1057.3
37.2,784.7
38.4,806.7
40,926.5
42.4,1350.4
41,1019.9
39.9,1025.5
47,1721
40.8,1166.6
40.2,913.4
42.8,1247.1
45.7,1764.9
42.1,1088.1
40.5,977.5
33.8,591.2
37.9,847.1
38.3,762.3
39,891
36.9,800.4
